,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation
3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,DVAXPb,35-44 years old,1,"At home, At the office","French press, Cold brew",,,,Cold brew,,No - just black,,,,Bright,Medium,Light,Half caff,4.0,4.0,3.0,3.0,Nothing in particular stood out to me. It was fine? This is in line with mid restaurant coffee.,3.0,4.0,2.0,"Rounder than A, with better body. Muddy, though, and less than the sum of its parts.",4.0,3.0,4.0,I liked this more as I drank it than I would have expected after the first sip.,1.0,2.0,4.0,The surprise blueberry note on the front of each sip set this coffee apart. It added something fun to what would otherwise have been fine but unremarkable.,Coffee C,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, It makes me go to the bathroom",,Yes,No,$6-$8,$6-$8,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
3746,3746,3746,3746,3746,3746,3746,3746,3746,3746,EPv8WN,35-44 years old,2,At home,"Pour over, Other, French press","Aeropress, Moca Pot",,,Espresso,,No - just black,,,,Bold,Somewhat strong,Light,Full caffeine,4.0,3.0,2.0,2.0,,4.0,2.0,4.0,,4.0,2.0,3.0,,4.0,3.0,1.0,,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"I need the ritual, It tastes good",,Yes,Yes,$8-$10,$6-$8,No,$500-$1000,No,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent
3747,3747,3747,3747,3747,3747,3747,3747,3747,3747,YZpVlq,35-44 years old,2,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Latte,,No - just black,,,,Full Bodied,Somewhat strong,Dark,Full caffeine,3.0,2.0,3.0,4.0,,3.0,2.0,3.0,,4.0,2.0,5.0,,5.0,2.0,4.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"It tastes good, It makes me go to the bathroom",,Yes,Yes,$10-$15,$10-$15,Yes,$500-$1000,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,1,Republican
3748,3748,3748,3748,3748,3748,3748,3748,3748,3748,jB5MEY,25-34 years old,2,At home,"Pour over, Other",Aeropress,,,Pourover,,No - just black,,,,Sweet,Somewhat strong,Light,Full caffeine,7.0,2.0,5.0,4.0,"Acid! Pineapple? Really bright acidity, kind of a cacao acidity behind the fruit? Guessed washed Rwandan!",3.0,3.0,3.0,"Chocolate, brown sugar, a bit of citrus. Guessed Costa Rica/Central America.",4.0,2.0,3.0,"Balanced, dark? Not a ton jumps out. Guessed a blend of Colombia and Central America",2.0,4.0,5.0,"Loved this weird one! Funky, fermenty, fruit acid (dark fruit, blackberry). Guessed Ethiopia",Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"I need the caffeine, It tastes good",,Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,No affiliation
3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,42AA2k,25-34 years old,3,"At the office, At home, At a cafe","Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,6.0,2.0,4.0,4.0,"Citrusy, fruity, plum",4.0,2.0,2.0,"chocolate, earthy, cola",4.0,1.0,1.0,"nutty, chocolate",2.0,5.0,4.0,"citrusy, acidic, fruity, lemon",Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,"It tastes good, I need the ritual",,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,DVAAYl,25-34 years old,1,"At the office, At home","Espresso, Other",Moka Pot,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Other",Cinnamon,,"Honey, Granulated Sugar",Chocolatey,,Medium,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,3751,3751,3751,3751,3751,3751,3751,3751,3751,g5YW51,18-24 years old,1,At home,"Pour over, Other",AeroPress,,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,5.0,2.0,3.0,4.0,"Sour apple, grape",3.0,2.0,3.0,Chocolate,4.0,2.0,1.0,Chocolate,1.0,4.0,5.0,"Sweet berries, fruity",Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the ritual",,Yes,Yes,$2-$4,$8-$10,Yes,$500-$1000,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation
3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,WADM8v,25-34 years old,2,"At home, At the office, At a cafe","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer), Cold brew, Other",Aeropress,,,Cappuccino,,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",,"Oat milk, Flavored coffee creamer, Whole milk","Stevia, Granulated Sugar, Artificial Sweeteners (e.g., Splenda)",Full Bodied,Very strong,Medium,Full caffeine,6.0,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",,,,,,,,,,,,,,,,
3753,3753,3753,3753,3753,3753,3753,3753,3753,3753,NAMbXp,,,,,,,,,,,,,,,,Light,Full caffeine,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,3754,3754,3754,3754,3754,3754,3754,3754,3754,1rDDZO,25-34 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,7.0,1.0,5.0,4.0,Good fruit and sweetness,3.0,2.0,3.0,A little milder than C - a bit more well rounded.,4.0,2.0,2.0,"i almost rated this higher than coffee B because its bitterness gave it more personality, but, after taking more drinks i think its harder to enjoy the cup after awhile. Covers my palate with bitter.",1.0,4.0,5.0,"Wonderful. i am biased - Black and white is a local roaster and where i buy most of my coffee. But it has acid, fruit, and a little funk. i love this.",Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine",,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
3755,3755,3755,3755,3755,3755,3755,3755,3755,3755,qboJdg,25-34 years old,2,"At home, On the go",Pour over,,"National chain (e.g. Starbucks, Dunkin)",,Espresso,,No - just black,,,,Bright,Medium,Light,Full caffeine,6.0,1.0,4.0,4.0,,3.0,3.0,3.0,,4.0,3.0,2.0,,1.0,5.0,5.0,,Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,It tastes good,,Yes,Yes,$6-$8,$10-$15,No,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,0E11K6,>65 years old,1,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",,Half and half,Raw Sugar (Turbinado),Sweet,Medium,Medium,Full caffeine,2.0,3.0,3.0,4.0,Smooth,3.0,2.0,4.0,,3.0,2.0,3.0,,4.0,4.0,1.0,Flavor not to our liking. Very acidic,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"I need the ritual, It tastes good",,Yes,Yes,$4-$6,$4-$6,Yes,$100-$300,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation
3757,3757,3757,3757,3757,3757,3757,3757,3757,3757,pLRJ9y,35-44 years old,2,"At home, At a cafe, On the go","Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",,"Local cafe, Specialty coffee shop",,Regular drip coffee,,No - just black,,,,Sweet,Medium,Light,Full caffeine,6.0,3.0,4.0,4.0,"Round, toffee",4.0,2.0,3.0,"Mellow, smoky",3.0,3.0,5.0,"Smooth, caramel",2.0,3.0,3.0,"Dark chocolate, raspberries",Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$4-$6,$6-$8,Yes,$100-$300,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
3758,3758,3758,3758,3758,3758,3758,3758,3758,3758,QAvzjk,18-24 years old,2,At home,"Pour over, Other",Aeropress,,,Cortado,,"Milk, dairy alternative, or coffee creamer",,"Oat milk, Whole milk",,Nutty,Somewhat strong,Medium,Full caffeine,4.0,2.0,3.0,5.0,"citrussy, sweet",4.0,2.0,3.0,"earthy, light texture",2.0,2.0,4.0,"muted, tropical, balanced",2.0,5.0,2.0,"fruity, fermented, strong",Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,More than $20,More than $20,No,$20-$50,Yes,Male,,Master's degree,Asian/Pacific Islander,,Student,,Democrat
3759,3759,3759,3759,3759,3759,3759,3759,3759,3759,EPvZjN,25-34 years old,3,"At the office, On the go, At home, At a cafe","Pour over, Espresso, Cold brew",,Specialty coffee shop,,Americano,,No - just black,,,,Juicy,Medium,Blonde,Full caffeine,7.0,1.0,3.0,4.0,,2.0,2.0,1.0,,3.0,2.0,1.0,,1.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Male,,Master's degree,Hispanic/Latino,,Employed part-time,,Democrat
3760,3760,3760,3760,3760,3760,3760,3760,3760,3760,xd4RKr,18-24 years old,4,"At a cafe, At home","Pour over, Espresso, Other",Aeropress,,,Cortado,,No - just black,,,,Sweet,Medium,Medium,Full caffeine,7.0,2.0,4.0,3.0,"Cacao Nibs, citrus",4.0,2.0,4.0,"Smooth, vanilla",2.0,3.0,5.0,"Marshmallow, Pear, almond, vanilla",2.0,5.0,3.0,"Must, stone fruit, blueberry",Coffee C,Coffee D,Coffee C,I primarily work in person,$60-$80,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$8-$10,More than $20,Yes,$500-$1000,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
3761,3761,3761,3761,3761,3761,3761,3761,3761,3761,42Ap4O,25-34 years old,1,"At the office, At home","Espresso, Other, Coffee brewing machine (e.g. Mr. Coffee)",Aeropress,,,Mocha,,"Milk, dairy alternative, or coffee creamer, Flavor syrup",,Whole milk,,Fruity,Medium,Light,Full caffeine,8.0,1.0,5.0,2.0,"The acidity was a little bit too biting. A bit like drinking lemon juice. I enjoy some acidity, but not quite to that extent.",3.0,1.0,3.0,"Was interesting, as it had a roasty flavor but didn't seem like a dark roast. Was a bit bitter at first, but that faded as it cooled.",4.0,1.0,2.0,"I wanted to like this one, but there was a paper/wood/cereal note that kept throwing me off.",1.0,4.0,5.0,"I really like the fruit forward berry aspect of this coffee. Perhaps a bit too much for everyday use, but definitely one I would come back to occasionally.",Coffee B,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the ritual",,Yes,Yes,$8-$10,$8-$10,No,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,No affiliation
3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,0E1D5Z,25-34 years old,2,"At the office, At home",Pour over,,,,Pourover,,No - just black,,,,Full Bodied,Medium,Medium,Full caffeine,5.0,2.0,4.0,4.0,"Juicy, fruity",3.0,2.0,1.0,"Chocolate, nutty",4.0,1.0,3.0,,2.0,3.0,5.0,Sweet,Coffee A,Coffee D,Coffee D,I do a mix of both,<$20,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",,Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat
3763,3763,3763,3763,3763,3763,3763,3763,3763,3763,g5YkOd,18-24 years old,3,"At home, At the office, On the go","Pour over, Instant coffee",,Local cafe,,Latte,,No - just black,,,,Caramalized,Very strong,Dark,Full caffeine,3.0,2.0,3.0,3.0,,4.0,3.0,5.0,,2.0,3.0,3.0,,2.0,5.0,2.0,,Coffee B,Coffee A,Coffee B,I do a mix of both,$20-$40,"I need the caffeine, It tastes good",,Yes,No,$8-$10,$8-$10,No,$20-$50,No,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
3764,3764,3764,3764,3764,3764,3764,3764,3764,3764,ZdvD8z,35-44 years old,2,"At home, On the go, At a cafe",Pour over,,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop",,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,7.0,1.0,5.0,4.0,"Comes across as a nice, unassuming coffee when hot but once it starts to cool the acidity really shows itself and goes from good to quite tasty.",4.0,3.0,2.0,"Full bodied, darker, roasty, nutty.",5.0,2.0,3.0,,2.0,4.0,5.0,Instantly reminded me of blueberry syrup,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the ritual",,Yes,Yes,$6-$8,$15-$20,No,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
3765,3765,3765,3765,3765,3765,3765,3765,3765,3765,lNKMov,25-34 years old,2,"At the office, At home","Espresso, Pour over",,,,Espresso,,No - just black,,,,Chocolatey,Medium,Medium,Full caffeine,8.0,3.0,4.0,3.0,"Tasting notes: vegetal, green bean, sweet",4.0,2.0,3.0,"Tasting notes: Dry, bakers cocoa, burnt toast with butter (has a very smooth melted butter mouthfeel!)",5.0,2.0,1.0,Lingering bitterness that resembles burnt clutch aroma. No sweetness or smoothness to offset that bitterness. Yuck,2.0,4.0,5.0,"Funky, fermented fruit, earthy/musty notes like kopi luwak, sweet, wild, juicy mouthfeel",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$8-$10,$15-$20,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Student,,Democrat
3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,rlGJKR,25-34 years old,2,"At home, At the office","Espresso, Other",Clever Dripper,,,Other,"Paper filter (clever, aeropress)",No - just black,,,,Bright,Somewhat light,Light,Full caffeine,4.0,1.0,4.0,5.0,Light mouth feel - not tea like and perfect amount of body for my preference. Enjoyed more as it cooled,3.0,2.0,3.0,Medium mouth feel - good chocolate notes,4.0,2.0,2.0,Heavy mouth feel,1.0,3.0,4.0,Light moutfeel. Less body than A. Second favorite. Enjoyed more as it cooled,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the ritual",,Yes,Yes,$6-$8,$15-$20,Yes,$500-$1000,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,1,No affiliation
3767,3767,3767,3767,3767,3767,3767,3767,3767,3767,RzvkQl,25-34 years old,2,"At home, At a cafe, At the office","Pour over, Cold brew",,,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,8.0,3.0,3.0,4.0,,2.0,2.0,3.0,,4.0,2.0,3.0,,2.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"I need the ritual, I need the caffeine, It tastes good",,Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
3768,3768,3768,3768,3768,3768,3768,3768,3768,3768,241oZD,35-44 years old,2,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,"No - just black, Milk, dairy alternative, or coffee creamer",,Oat milk,,Fruity,Somewhat light,Blonde,Full caffeine,3.0,2.0,5.0,5.0,,4.0,3.0,2.0,,3.0,2.0,2.0,,1.0,4.0,4.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual",,Yes,Yes,$6-$8,,,$100-$300,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat
3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,aBKzLq,35-44 years old,3,"At home, At the office, On the go, At a cafe",Coffee brewing machine (e.g. Mr. Coffee),,Specialty coffee shop,,Latte,,Sugar or sweetener,,,Raw Sugar (Turbinado),Bright,Somewhat light,Blonde,Full caffeine,5.0,4.0,5.0,2.0,,2.0,4.0,2.0,mushroom,1.0,2.0,5.0,,4.0,3.0,4.0,sweeter,Coffee C,Coffee D,Coffee C,,,,,,,,,,,,,,,,,,,
3770,3770,3770,3770,3770,3770,3770,3770,3770,3770,Xe1QPj,35-44 years old,4,"At home, On the go, At the office","Coffee brewing machine (e.g. Mr. Coffee), French press",,"National chain (e.g. Starbucks, Dunkin)",,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",,Half and half,,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,3.0,4.0,3.0,,4.0,2.0,5.0,,4.0,2.0,5.0,,2.0,5.0,1.0,,Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,2,Independent
3771,3771,3771,3771,3771,3771,3771,3771,3771,3771,GrX79O,55-64 years old,4,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",,Coffee creamer,,Full Bodied,Somewhat strong,Dark,Full caffeine,5.0,2.0,3.0,2.0,grass,3.0,2.0,3.0,smooth chocolate,3.0,1.0,4.0,balanced,3.0,3.0,1.0,fruity berry sour,Coffee C,Coffee A,Coffee C,I primarily work from home,,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$4-$6,$4-$6,No,$50-$100,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat
3772,3772,3772,3772,3772,3772,3772,3772,3772,3772,DVAW05,18-24 years old,2,"At home, At the office",Coffee brewing machine (e.g. Mr. Coffee),,,,Americano,,No - just black,,,,Bold,Somewhat strong,Medium,Full caffeine,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,3773,3773,3773,3773,3773,3773,3773,3773,3773,MAvG7g,25-34 years old,1,At home,"Pour over, Espresso",,,,Regular drip coffee,,No - just black,,,,Fruity,Somewhat strong,Light,Full caffeine,9.0,2.0,3.0,4.0,"Cocoa, blackberry",3.0,2.0,3.0,"Hazelnut, butterscotch",3.0,1.0,2.0,"Roasty, nut",2.0,3.0,5.0,"Tropical fruit, guava",Coffee A,Coffee D,Coffee D,I primarily work from home,<$20,"It tastes good, I need the ritual",,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Female,,Some college or associate's degree,White/Caucasian,,Employed part-time,,Democrat
3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,QAv458,18-24 years old,1,"At a cafe, On the go",,,"Local cafe, Specialty coffee shop",,Espresso,,No - just black,,,,Juicy,Somewhat light,Light,Full caffeine,5.0,2.0,2.0,3.0,"oatmeal with cinnamon notes, cherry",2.0,1.0,3.0,"more full bodied, chocolate and pear. not too acidic",1.0,3.0,4.0,"cereal, honey, banana",2.0,1.0,3.0,white bread with sweet apple or grape. not juicy or sour,Coffee A,Coffee A,Coffee C,I do a mix of both,$20-$40,It tastes good,,Yes,Yes,$4-$6,$8-$10,Yes,Less than $20,No,Male,,Some college or associate's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
3775,3775,3775,3775,3775,3775,3775,3775,3775,3775,KMvO2z,35-44 years old,2,"At home, At the office",Espresso,,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Skim milk,,Nutty,Somewhat light,Medium,Half caff,6.0,3.0,4.0,3.0,toffee jam,4.0,2.0,2.0,"full body, no fruit",4.0,3.0,5.0,"berry, jam",2.0,5.0,4.0,"Green apple, bright",Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,"I need the ritual, I need the caffeine, It makes me go to the bathroom, It tastes good",,Yes,Yes,$6-$8,$15-$20,No,"More than $1,000",Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
3776,3776,3776,3776,3776,3776,3776,3776,3776,3776,8dAEWk,25-34 years old,2,"At the office, At home","Pour over, Espresso, Coffee extract (e.g. Cometeer)",,,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,9.0,2.0,3.0,4.0,"Kenya? Raisiny, Dry Fruit, Sweet, Nice finish",3.0,1.0,2.0,"Slight veggie note, a little flat",3.0,2.0,2.0,"Feels like the daily driver coffee, chocolate",1.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",,Yes,Yes,More than $20,More than $20,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
3777,3777,3777,3777,3777,3777,3777,3777,3777,3777,VZvdYN,25-34 years old,1,"At home, On the go, At a cafe",Espresso,,Local cafe,,Americano,,No - just black,,,,Fruity,Somewhat strong,Medium,Full caffeine,7.0,2.0,4.0,5.0,Sour apple,4.0,1.0,4.0,"Chocolate, pear",5.0,2.0,2.0,"Roasty, caramel",1.0,5.0,3.0,"Very bright, blueberry, stone fruit",Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,"I need the ritual, It tastes good",,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",No,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
3778,3778,3778,3778,3778,3778,3778,3778,3778,3778,BGADV5,25-34 years old,2,At home,"Pour over, Espresso, French press",,,,Pourover,,No - just black,,,,Fruity,Medium,Medium,Full caffeine,7.0,4.0,5.0,1.0,"Mouth feel was thick and heavy

Very fruity/ floral. A bit too much",2.0,4.0,3.0,Mouth feel was soft and smooth,3.0,4.0,1.0,,4.0,4.0,4.0,"Mouth feel was clean, smooth, light",Coffee B,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$4-$6,$6-$8,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,1,Democrat
3779,3779,3779,3779,3779,3779,3779,3779,3779,3779,yljg5d,55-64 years old,4,At home,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)",,,,Americano,,No - just black,,,,Fruity,Somewhat strong,Medium,Full caffeine,5.0,2.0,4.0,2.0,Had a flavor I didn’t like. Not grassy but old?,3.0,3.0,2.0,Surprising mediocrity.  Nothing to live in it.   Wanted to but couldn’t.,3.0,2.0,2.0,Most bitter in the tasting.,2.0,4.0,2.0,"Worst coffee, imho, in the tasting.  No. Just no.",Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,No,$10-$15,$6-$8,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Retired,2,Democrat
3780,3780,3780,3780,3780,3780,3780,3780,3780,3780,pLR9Z1,35-44 years old,2,"At home, At a cafe","Pour over, French press",,,,Latte,,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",,Half and half,Granulated Sugar,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,1.0,3.0,4.0,"Chocolate- clear and easy to pick out this note at the beginning. Citrus once it cooled, like a milk chocolate orange",2.0,1.0,2.0,Maybe citrus? It was hard to pick out a distinct note or flavor,2.0,2.0,2.0,"Grassy, tobacco? Notes were unclear and hard to distinguish",2.0,4.0,3.0,Stone fruit- darker ones like plums or cherries. Syrupy mouthfeel. This coffee stayed the same for me taste-wise when it was hot and cooler.,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the ritual",,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed part-time,,Democrat
3781,3781,3781,3781,3781,3781,3781,3781,3781,3781,pLR1jb,25-34 years old,1,"At home, At a cafe",Pour over,,,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,6.0,2.0,3.0,3.0,,3.0,2.0,2.0,,3.0,1.0,4.0,,1.0,4.0,5.0,,Coffee C,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,g5YxdK,25-34 years old,2,"On the go, At the office, At home","Espresso, Coffee extract (e.g. Cometeer)",,Specialty coffee shop,,Cortado,,"Milk, dairy alternative, or coffee creamer",,Oat milk,,Caramalized,Somewhat strong,Light,Full caffeine,4.0,2.0,4.0,4.0,,4.0,1.0,3.0,,3.0,2.0,5.0,,1.0,5.0,4.0,,Coffee C,Coffee A,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",No,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
3783,3783,3783,3783,3783,3783,3783,3783,3783,3783,7d1ge9,25-34 years old,2,"At home, At the office",Espresso,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",,Whole milk,,Floral,Medium,Medium,Full caffeine,6.0,3.0,4.0,2.0,"Cranberry, toasted nuts, extremely acidic",3.0,4.0,2.0,"Dark berries, woody, slightly floral",2.0,1.0,4.0,"Honey, molasses",1.0,2.0,5.0,"Candied citrus, jasmine, minerals",Coffee C,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the caffeine",,Yes,Yes,$10-$15,$10-$15,Yes,$300-$500,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,No affiliation
3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,oAKaVP,55-64 years old,4,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,No - just black,,,,Full Bodied,Somewhat strong,Dark,Full caffeine,4.0,3.0,4.0,3.0,,4.0,3.0,2.0,,3.0,3.0,4.0,,3.0,3.0,4.0,,Coffee C,Coffee D,Coffee D,I primarily work from home,<$20,"I need the caffeine, It tastes good",,Yes,Yes,$4-$6,$6-$8,Yes,$50-$100,Yes,Female,,Some college or associate's degree,White/Caucasian,,Employed part-time,2,Democrat
